num_files_sorted,num_workers,execution_time
2,1,1.4476248979568482
2,2,0.8859773874282837
2,4,0.8859818458557129
2,8,0.883142614364624
4,1,3.1409639596939085
4,2,1.6151143789291382
4,4,0.9923245191574097
4,8,1.1671048402786255
8,1,7.4426737308502195
8,2,3.5116816759109497
8,4,1.667208480834961
8,8,1.6323142051696777
